activity_text,top_sdg,top_score,source_file
"Creating an environment where everyone belongs and they can authentically represent themselves, where contributions are valued and recognised; and they feel they belong The following EEO initiatives were implemented across Council:",7,0.7004524432619412,NSW_Unknown_Urban_2025_alignment
"A range of events and activities were supported as part of 16 Days of Activism against Gender-Based Violence including the Reclaim the Night March, Women’s Creative Expressions Competition and a Rose Vigil in MacCabe Park, Wollongong",5,0.9984722664356231,NSW_Unknown_Urban_2025_alignment
"At The Drive, Stanwell Park, a major structural relining was completed on a large brick arch culvert situated on a steep and constrained site, preserving a key drainage asset despite significant access and engineering challenges",11,0.7127523488104344,NSW_Unknown_Urban_2025_alignment
"Delivered ‘Art and Dementia Tour’ program for people with dementia to have meaningful engagement with Wollongong Art Gallery exhibitions and collections, this is supported by the ‘Care for the Carer Program’ where carers are invited to participate in art therapy as respite.",3,0.7638774613539379,NSW_Unknown_Urban_2025_alignment
"Delayed Plan, design and undertake renewal works at Council’s Community, Commercial Pools and Ocean Rock Pools in accordance with the Infrastructure Delivery Program Heating upgrades were completed at Dapto Pool during the year",7,0.7069141166408857,NSW_Unknown_Urban_2025_alignment
"2025 Update Actions Status Comment Develop and regularly review Asset Management Plans to ensure appropriate investment in Council's asset base A comprehensive review has been completed and an asset management plan covering all assets has been drafted It considers the future demands, challenges and risks that influence decisions regarding investment over the lifecycle of assets The plan includes over 180,000 assets across transport, stormwater and floodplain, open space and recreation, buildings, plant and equipment, library collection, information management and technology, and artwork",11,0.7481000048816203,NSW_Unknown_Urban_2025_alignment
"Deliver a range of community development activities and programs that focus on diversity, access, inclusion, and capacity building The Refugee Challenge was held in partnership with Corrimal High School in partnership with Multicultural Communities Council of the Illawarra (MCCI)",4,0.9495694637298584,NSW_Unknown_Urban_2025_alignment
"Council has delivered a range of learning and development opportunities for Council officers to promote and support their understanding of disability, including:",11,0.4839693781137466,NSW_Unknown_Urban_2025_alignment
"Relationships with multicultural communities have been further strengthened through Tech Savvy funding, which enabled Community Connections and Learning to deliver watercolour workshops for the Chinese community following digital literacy sessions",9,0.8840317057569822,NSW_Unknown_Urban_2025_alignment
"Plan for a new Community Centre and Library to meet the needs of the community in Helensburgh and surrounding suburbs On-Track NSW Public Works has been engaged to deliver procurement and project management services for both the design and construction phases, with a project inception meeting held in May 2025",17,0.7271334528923035,NSW_Unknown_Urban_2025_alignment
"2025 Update Actions Status Comment Educate and continue to deliver waste diversion programs aligned with problematic waste streams Extensive waste education programs were delivered across the Local Government area, to help educate, promote and inspire the community to reduce waste, increase the use of Food Organics Garden Organics (FOGO) and to create behaviour change",12,0.9906576955318452,NSW_Unknown_Urban_2025_alignment
"On-Track In Horsley, a Planning Proposal to align zone boundaries with designated open space areas within the Forest Reach subdivision was endorsed to be finalised",15,0.840914676586787,NSW_Unknown_Urban_2025_alignment
"Additional support was provided to both the NSW RFS and NSW State Emergency Service (SES) during periods of high and extreme fire danger and during severe storm events, including those associated with ex-Tropical Cyclone Alfred",13,0.92265608416001,NSW_Unknown_Urban_2025_alignment
Why it matters to our community ICT disaster recovery services reviewed: The City reviewed and improved its backup and disaster recovery capabilities,11,1.0,WA_Unknown_Urban_2025_alignment
"Key improvements in These initiatives delivered measurable efficiency gains, enhanced service quality, and reinforced a culture of continuous improvement across the organisation.",9,0.7986023669640223,WA_Unknown_Urban_2025_alignment
Kirsten Thrush and Katie Russell were awarded the Women in Local Government accolade for their leadership in disaster recovery following the Mariginiup bushfire The City also won the Disaster Readiness & Recovery category for our community-first approach spanning preparedness through to recovery,5,0.7968285975456237,WA_Unknown_Urban_2025_alignment
